Microp_Field_ID,Family,Database,Taxon,G_Taxon,Database.1,common.name,wild.cultivated,Herbaceous.woody,Reference,Notes,Root_Trait_Count,Database_Groot,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Lateral_spread,Mean_Root_diameter,Net_nitrogen_uptake_rate,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_cortex_thickness,Root_dry_matter_content,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_litter_mass_loss_rate,Root_mass_density,Root_mass_fraction,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal.colonization,Root_N_concentration,Root_N_P_ratio,Root_P_concentration,Root_production,Root_stele_diameter,Root_stele_fraction,Root_tissue_density,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_vessel_diameter,Root_xylem_vessel_number,Rooting_depth,Specific_root_area,Specific_root_length,Specific_root_respiration,,Growth.direction..orthotropic.plagiotropic.ageotropic.,Phyllotaxis..spiral.opposite.,Branching.type..monoopdial.sympodial.,Branching.position..acrotony.mesotony.basitony.,Flowering.of.each.axis..terminal.lateral.none.,Meristem.functioning.for.each.axis..indeterminate.determinate.,Branching.mechanism..continuous.rhythmic.diffuse.absent.,Short.shoots,Number.of.axes.orders,Number.of.types.of.axes,Reiteration,Basal.branching
2813,Zingiberaceae,Guillame,Kaempferia bambusetorum,Kaempferia bambusetorum,MICROP,Kencur wild relative 2,Wild,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2816,Zingiberaceae,Guillame,Kaempferia elegans,Kaempferia elegans,MICROP,Peacock ginger wild relative 2,Wild,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2811,Zingiberaceae,Guillame,Kaempferia galanga,Kaempferia galanga,MICROP,Kencur,Cultivated,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2815,Zingiberaceae,Guillame,Kaempferia grandifolia,Kaempferia grandifolia,MICROP,Peacock ginger wild relative 1,Wild,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2812,Zingiberaceae,Guillame,Kaempferia marginata,Kaempferia marginata,MICROP,Kencur wild relative 1,Wild,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2814,Zingiberaceae,Guillame,Kaempferia rotunda ,Kaempferia rotunda ,MICROP,Peacock ginger ,Cultivated,Herbaceous,Techaprasen et al. 2010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
3,Achariaceae,Guillame,Kiggelaria africana,Kiggelaria africana,MICROP,Football fruit wild relative 2,Wild,Woody,Pagart 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1274,Fabaceae,Guillame,Lablab prostrata ,Lablab prostrata ,MICROP,Hyacinth bean wild relative 2,Wild,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1272,Fabaceae,Guillame,Lablab purpureus,Lablab purpureus,MICROP,Hyacinth bean,Cultivated,Herbaceous,Verdcourt 1970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1273,Fabaceae,Guillame,Lablab purpureus subsp. uncinatus,Lablab purpureus subsp. uncinatus,MICROP,Hyacinth bean wild relative 1,Wild,Herbaceous,Verdcourt 1970,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
428,Asteraceae,Guillame,Lactuca aculeata,Lactuca aculeata,MICROP,Lettuce wild relative 1,Wild,Herbaceous,Wei et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
484,Asteraceae,Guillame,Lactuca angustana ,Lactuca angustana ,MICROP,Celtuce,Cultivated,Herbaceous,Dolezalova et al. 2003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
486,Asteraceae,Guillame,Lactuca dregeana,Lactuca dregeana,MICROP,Celtuce wild relative 2,Wild,Herbaceous,Dolezalova et al. 2003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
489,Asteraceae,Guillame,Lactuca formosana,Lactuca formosana,MICROP,Indian lettuce wild relative 2,Wild,Herbaceous,Wei et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
487,Asteraceae,Guillame,Lactuca indica ,Lactuca indica ,MICROP,Indian lettuce,Cultivated,Herbaceous,Wei et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
429,Asteraceae,Guillame,Lactuca saligna,Lactuca saligna,MICROP,Lettuce wild relative 2,Wild,Herbaceous,Wei et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
427,Asteraceae,Guillame,Lactuca sativa,Lactuca sativa,MICROP,Lettuce,Cultivated,Herbaceous,Wei et al. 2017,,3,Groot,,,,,,,,,,,,0.215,,,,,,,,1.15,,,,123.81,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
485,Asteraceae,Guillame,Lactuca serriola ,Lactuca serriola ,MICROP,Celtuce wild relative 1,Wild,Herbaceous,Dolezalova et al. 2003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
488,Asteraceae,Guillame,Lactuca ugandensis,Lactuca ugandensis,MICROP,Indian lettuce wild relative 1,Wild,Herbaceous,Wei et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
841,Cucurbitaceae,Guillame,Lagenaria breviflora ,Lagenaria breviflora ,MICROP,Bottle gourd wild relative 1,wild,,Schaefer et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
840,Cucurbitaceae,Guillame,Lagenaria siceraria,Lagenaria siceraria,MICROP,Bottle gourd,cultivated,,Schaefer et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ageotropic,Spiral,Monopodial,Mesotonic,Lateral,Indeterminate,Continuous,Absent,2,1,Present,
1583,Gramineae,Guillame,Lamprothyrsus peruvianus,Lamprothyrsus peruvianus,MICROP,Pampas grass wild relative 2,Wild,Graminoid,Barker et al. 2003,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1282,Fabaceae,Guillame,Lathyrus amphicarpos ,Lathyrus amphicarpos ,MICROP,Grass pea wild relative 1,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1275,Fabaceae,Guillame,Lathyrus cicera,Lathyrus cicera,MICROP,Red pea,Cultivated,Herbaceous,Asmussen & Liston 1998,,4,Groot,,,,0.838,,,,,,,,,,,,,,,,0.335,,,,,,,,,,0.065,,,,,,,31.488,,,,,,,,,,,,NA,,
1279,Fabaceae,Guillame,Lathyrus clymenum,Lathyrus clymenum,MICROP,Cyprus vetch wild relative 1,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1051,Fabaceae,Guillame,Lathyrus fulvus,Lathyrus fulvus,MICROP,Pea wild relative 2,wild,Herbaceous,Hoey et al. 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1276,Fabaceae,Guillame,Lathyrus gorgoni ,Lathyrus gorgoni ,MICROP,Red pea wild relative 1,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1135,Fabaceae,Guillame,Lathyrus latifolius ,Lathyrus latifolius ,MICROP,Flat pea wild relative 1,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1278,Fabaceae,Guillame,Lathyrus ochrus,Lathyrus ochrus,MICROP,Cyprus vetch ,Cultivated,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1049,Fabaceae,Guillame,Lathyrus oleraceus,Lathyrus oleraceus,MICROP,Pea,Cultivated,Herbaceous,Hoey et al. 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ageotropic,Spiral,Monopodial,Basitonic,Lateral,Indeterminate,Continuous,Absent,2,1,Present,
1050,Fabaceae,Guillame,Lathyrus oleraceus subsp. oleraceus,Lathyrus oleraceus subsp. oleraceus,MICROP,Pea wild relative 1,wild,Herbaceous,Hoey et al. 1996,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Mesotonic,Lateral,Indeterminate,Continuous,Absent,2,1,Present,
1138,Fabaceae,Guillame,Lathyrus roseus ,Lathyrus roseus ,MICROP,Tuberous pea wild relative 1,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1281,Fabaceae,Guillame,Lathyrus sativus,Lathyrus sativus,MICROP,Grass pea ,Cultivated,Herbaceous,Asmussen & Liston 1998,,4,Groot,,,,0.919,,,,,,,,,,,,,,,,0.321,,,,,,,,,,0.096,,,,,,,16.524,,,,,,,,,,,,NA,,
1277,Fabaceae,Guillame,Lathyrus setifolius,Lathyrus setifolius,MICROP,Red pea wild relative 2,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1283,Fabaceae,Guillame,Lathyrus setifolius,Lathyrus setifolius,MICROP,Grass pea wild relative 2,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1134,Fabaceae,Guillame,Lathyrus sylvestris,Lathyrus sylvestris,MICROP,Flat pea,Cultivated,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1136,Fabaceae,Guillame,Lathyrus tingitanus ,Lathyrus tingitanus ,MICROP,Flat pea wild relative 2,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1139,Fabaceae,Guillame,Lathyrus tingitanus ,Lathyrus tingitanus ,MICROP,Tuberous pea wild relative 2,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1280,Fabaceae,Guillame,Lathyrus tingitanus ,Lathyrus tingitanus ,MICROP,Cyprus vetch wild relative 2,Wild,Herbaceous,Asmussen & Liston 1998,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1137,Fabaceae,Guillame,Lathyrus tuberosus,Lathyrus tuberosus,MICROP,Tuberous pea ,Cultivated,Herbaceous,Asmussen & Liston 1998,,2,Groot,,,22,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
491,Asteraceae,Guillame,Launaea acanthodes ,Launaea acanthodes ,MICROP,African lettuce wild relative 1,Wild,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
492,Asteraceae,Guillame,Launaea acaulis,Launaea acaulis,MICROP,African lettuce wild relative 2,Wild,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
490,Asteraceae,Guillame,Launaea taraxacifolia ,Launaea taraxacifolia ,MICROP,African lettuce ,Cultivated,Herbaceous,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1793,Lauraceae,Guillame,Laurus azorica,Laurus azorica,MICROP,Bay tree wild relative 1,Wild,Woody,Rodriguez-Sanchez et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1792,Lauraceae,Guillame,Laurus nobilis ,Laurus nobilis ,MICROP,Bay tree,Cultivated,Woody,Rodriguez-Sanchez et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1812,Lecythidaceae,Guillame,Lecythis ampla,Lecythis ampla,MICROP,Sapucaia wild relative 2,Wild,Woody,Huang et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1806,Lecythidaceae,Guillame,Lecythis ollaria,Lecythis ollaria,MICROP,Brazil nut wild relative 2,Wild,Woody,Huang et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1811,Lecythidaceae,Guillame,Lecythis pisonis ,Lecythis pisonis ,MICROP,Sapucaia wild relative 1,Wild,Woody,Huang et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1810,Lecythidaceae,Guillame,Lecythis zabucajo,Lecythis zabucajo,MICROP,Sapucaia ,Cultivated,Woody,Huang et al. 2015,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
612,Brassicaceae,Guillame,Lepidium apetalum,Lepidium apetalum,MICROP,Peruvian ginseng wild relative 2,Wild,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
615,Brassicaceae,Guillame,Lepidium apetalum,Lepidium apetalum,MICROP,Garden cress wild relative 2,Wild,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
611,Brassicaceae,Guillame,Lepidium bonariense,Lepidium bonariense,MICROP,Peruvian ginseng wild relative 1,Wild,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
585,Brassicaceae,Guillame,Lepidium latifolium,Lepidium latifolium,MICROP,Peppergrass wild relative 2,Wild,Herbaceous,Mummenhoff et al. 2001,,2,Groot,,,11.5,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,Absent,
610,Brassicaceae,Guillame,Lepidium meyenii ,Lepidium meyenii ,MICROP,Peruvian ginseng,Cultivated,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
584,Brassicaceae,Guillame,Lepidium pinnatifidum,Lepidium pinnatifidum,MICROP,Peppergrass wild relative 1,Wild,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
583,Brassicaceae,Guillame,Lepidium ruderale ,Lepidium ruderale ,MICROP,Peppergrass,Cultivated,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orthotropic,Spiral,Monopodial,Basitonic,Terminal,Determinate,Continuous,Absent,2,1,Absent,
613,Brassicaceae,Guillame,Lepidium sativum ,Lepidium sativum ,MICROP,Garden cress,Cultivated,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
614,Brassicaceae,Guillame,Lepidium spinescens,Lepidium spinescens,MICROP,Garden cress wild relative 1,Wild,Herbaceous,Mummenhoff et al. 2001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2553,Sapindaceae,Guillame,Lepidopetalum xylocarpum,Lepidopetalum xylocarpum,MICROP,Ackee wild relative 2,Wild,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2562,Sapindaceae,Guillame,Lepisanthes alata ,Lepisanthes alata ,MICROP,Mertajam wild relative 2,Wild,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2560,Sapindaceae,Guillame,Lepisanthes rubiginosa,Lepisanthes rubiginosa,MICROP,Mertajam,Cultivated,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
736,Campanulaceae,Guillame,Leptocodon hirsutus,Leptocodon hirsutus,MICROP,Deodeok wild relative 1,Wild,,Wang et al. 2017,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2039,Myrtaceae,Guillame,Leptospermum laevigatum,Leptospermum laevigatum,MICROP,Coast tea tree ,Cultivated,Woody,Buys et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2040,Myrtaceae,Guillame,Leptospermum petersonii,Leptospermum petersonii,MICROP,Coast tea tree wild relative 1,Wild,Woody,Buys et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2041,Myrtaceae,Guillame,Leptospermum scoparium,Leptospermum scoparium,MICROP,Coast tea tree wild relative 2,Wild,Woody,Buys et al. 2019,,9,Groot,,,,4.323,,24.21046706,,,,1.86,,,2.2,,,,,,,,1.46,,,22.21,,0.18,,,,1.711026846,,,,,,,1158.905477,,,,,,,,,,,,NA,,
1142,Fabaceae,Guillame,Leucaena cruziana ,Leucaena cruziana ,MICROP,Leucaena wild relative 2,Wild,Woody,Abair et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1140,Fabaceae,Guillame,Leucaena leucocephala,Leucaena leucocephala,MICROP,Leucaena ,Cultivated,Woody,Abair et al. 2019,,10,Groot,,,,1.6,,,,,,,,,2.4,,,,,,,0.88,,,,19,,0.8,79,,,,,0.81,,,1.5,807.3,61.6,,,,,,,,,,,,NA,,
1141,Fabaceae,Guillame,Leucaena pulverulenta ,Leucaena pulverulenta ,MICROP,Leucaena wild relative 1,Wild,Woody,Abair et al. 2019,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
262,Apiaceae,Guillame,Levisticum officinale,Levisticum officinale,MICROP,Lovage,Cultivated,Herbaceous,Katz-Downie et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1816,Liliaceae,Guillame,Lilium auratum,Lilium auratum,MICROP,Mountain lily ,Cultivated,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1817,Liliaceae,Guillame,Lilium auratum var. platyphyllum,Lilium auratum var. platyphyllum,MICROP,Mountain lily wild relative 1,Wild,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1824,Liliaceae,Guillame,Lilium bulbiferum,Lilium bulbiferum,MICROP,Leichtlins' lily wild relative 2,Wild,Herbaceous,Nishikawa et al. 1999,,2,Groot,,,0.5,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1821,Liliaceae,Guillame,Lilium cernuum,Lilium cernuum,MICROP,Tiger lily wild relative 2,Wild,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1820,Liliaceae,Guillame,Lilium concolor var. pulchellum,Lilium concolor var. pulchellum,MICROP,Tiger lily wild relative 1,Wild,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1818,Liliaceae,Guillame,Lilium henryi,Lilium henryi,MICROP,Mountain lily wild relative 2,Wild,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1819,Liliaceae,Guillame,Lilium lancifolium ,Lilium lancifolium ,MICROP,Tiger lily,Cultivated,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1823,Liliaceae,Guillame,Lilium lancifolium ,Lilium lancifolium ,MICROP,Leichtlins' lily wild relative 1,Wild,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1822,Liliaceae,Guillame,Lilium leichtlinii,Lilium leichtlinii,MICROP,Leichtlins' lily,Cultivated,Herbaceous,Nishikawa et al. 1999,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2527,Rutaceae,Guillame,Limonia acidissima,Limonia acidissima,MICROP,Woodapple,Cultivated,Woody,Bayer et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2221,Plantaginaceae,Guillame,Linaria corifolia ,Linaria corifolia ,MICROP,Japanese toadflax wild relative 2,Wild,Herbaceous,Fernandez-Mazuecos et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2219,Plantaginaceae,Guillame,Linaria japonica ,Linaria japonica ,MICROP,Japanese toadflax ,Cultivated,Herbaceous,Fernandez-Mazuecos et al. 2013,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2220,Plantaginaceae,Guillame,Linaria vulgaris,Linaria vulgaris,MICROP,Japanese toadflax wild relative 1,Wild,Herbaceous,Fernandez-Mazuecos et al. 2013,,7,Groot,,,21.5,0.1355,,,,,,,,,,,,,,,,0.672131148,,,64,,,,,,,0.521818182,,,,,,506.7023685,120.6592943,,,,,,,,,,,,NA,,
880,Cucurbitaceae,Guillame,Linnaeosicyos amara,Linnaeosicyos amara,MICROP,Caigua wild relative 2,Wild,,Sidonie et al. 2020,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1826,Linaceae,Guillame,Linum bienne,Linum bienne,MICROP,Flax wild relative 1,Wild,Herbaceous,McDill et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1827,Linaceae,Guillame,Linum narbonense,Linum narbonense,MICROP,Flax wild relative 2,Wild,Herbaceous,McDill et al. 2009,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1825,Linaceae,Guillame,Linum usitatissimum,Linum usitatissimum,MICROP,Flax,Cultivated,Herbaceous,McDill et al. 2009,,4,Groot,,,,0.937,,,,,,,,,,,,,,,,0.842,,,,,,,,,,0.191,,,,,,,153.4,,,,,,,,,,,,NA,,
2748,Verbenaceae,Guillame,Lippia abyssinica,Lippia abyssinica,MICROP,Koseret,Cultivated,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2750,Verbenaceae,Guillame,Lippia kituensis,Lippia kituensis,MICROP,Koseret wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2749,Verbenaceae,Guillame,Lippia multiflora,Lippia multiflora,MICROP,Koseret wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
2554,Sapindaceae,Guillame,Litchi chinensis ,Litchi chinensis ,MICROP,Lychee,Cultivated,Woody,Harrington et al. 2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1786,Lauraceae,Guillame,Litsea calophylla ,Litsea calophylla ,MICROP,Tagutugan,Cultivated,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1787,Lauraceae,Guillame,Litsea glutinosa,Litsea glutinosa,MICROP,Tagutugan wild relative 1,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1788,Lauraceae,Guillame,Litsea gracilis,Litsea gracilis,MICROP,Tagutugan wild relative 2,Wild,Woody,theplantlist.org,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1573,Gramineae,Guillame,Lolium canariense,Lolium canariense,MICROP,Perennial ryegrass wild relative 1,Wild,Graminoid,Charmet et al. 1997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
1572,Gramineae,Guillame,Lolium perenne,Lolium perenne,MICROP,Perennial ryegrass,Cultivated,Graminoid,Charmet et al. 1997,,23,Groot,0.996007984,,4.1,4.718889,,,,33561.85687,342.8378864,227.7710483,,17.90061237,275.2714005,6.2,,,673.1343151,,,52.72196715,113.1156412,,36,781.9253185,,55.91879794,,1249.443667,0.704816244,9.27741064,1486.2,,,,1.91,3011.609301,3164.70852,87.48366642,,,,,,,,,,,NA,,
1574,Gramineae,Guillame,Lolium subulatum,Lolium subulatum,MICROP,Perennial ryegrass wild relative 2,Wild,Graminoid,Charmet et al. 1997,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,
